,Account,Compound,Created Date,Negative,Neutral,Positive,Tweet Text,Tweets Ago
455,@AdrianMaLOL,0.0,Sun Mar 18 06:47:57 +0000 2018,0.0,1.0,0.0,RT @AriaSaki: MILK NUUU ??? https://t.co/hhCfSfqwN1,456
456,@AdrianMaLOL,0.0,Sun Mar 18 06:36:14 +0000 2018,0.0,1.0,0.0,@MarcelFeldkamp U got Nabi,457
457,@AdrianMaLOL,0.1007,Sun Mar 18 01:02:43 +0000 2018,0.105,0.773,0.122,"RT @lolesports: With @Cloud9's loss, @echofoxgg secure a bye into the Semifinals and punch their tickets to Miami! #NALCS https://t.co/bnlw…",458
458,@AdrianMaLOL,0.0,Sat Mar 17 02:47:14 +0000 2018,0.0,1.0,0.0,https://t.co/Wsk7gegAxq,459
459,@AdrianMaLOL,0.0,Sat Mar 17 02:45:32 +0000 2018,0.0,1.0,0.0,My babies ? https://t.co/dz5xXIDji7,460
460,@AdrianMaLOL,0.741,Sat Apr 14 19:24:21 +0000 2018,0.08,0.66,0.26,"RT @AriaSaki: In times of stress, THANK YOU to my guy friends for treating me so well ??? Most expensive brunch I’ll ever eat... 

On an ev…",461
461,@AdrianMaLOL,0.0,Sat Apr 14 16:33:57 +0000 2018,0.0,1.0,0.0,@tjbrownmusic @tlsinn let me in on this,462
462,@AdrianMaLOL,0.0,Thu Apr 12 01:01:25 +0000 2018,0.0,1.0,0.0,My babies ? #NationalPetDay https://t.co/9aJBu7yBD3,463
463,@AdrianMaLOL,0.4404,Mon Apr 09 20:17:15 +0000 2018,0.0,0.828,0.172,"LEAGUE &amp; CHILL. ?
 
@BigTenNetwork League of Legends Championship. #LoLonBTN #ad
 
@Illini_esports vs. Maryland ? S… https://t.co/QB8Dn2fUIW",464
464,@AdrianMaLOL,0.8883,Sat Apr 07 23:36:12 +0000 2018,0.0,0.462,0.538,"Nice 3-0 time to enjoy Miami, love our Miami edition jerseys! ? https://t.co/TqqhQE4DwF",465
465,@AdrianMaLOL,-0.2263,Fri Apr 06 16:09:55 +0000 2018,0.091,0.909,0.0,"RT @echofoxgg: The moment you've been waiting for.

Check out the Echo Fox Limited Edition Merch NOW. ??

Pre-Order/Purchase ? https://t.co…",466
466,@AdrianMaLOL,0.8442,Mon Apr 02 02:25:31 +0000 2018,0.078,0.58,0.342,"RT @SebPark: Esports wins and losses are nothing compared to what matters at the end of the day - friends, family, and loved ones. My thoug…",467
467,@AdrianMaLOL,0.1877,Mon Apr 02 02:15:52 +0000 2018,0.0,0.852,0.148,"@TLDoublelift I’m here for you man, your never alone in this.",468
468,@AdrianMaLOL,0.0,Mon Apr 02 02:13:02 +0000 2018,0.0,1.0,0.0,"RT @TLDoublelift: Regarding the recent news

Read: https://t.co/vB9IppMCMU",469
469,@AdrianMaLOL,0.0,Wed Mar 28 03:11:17 +0000 2018,0.0,1.0,0.0,@GayleKimberly Can I come,470
470,@AdrianMaLOL,0.0,Tue Mar 27 18:36:52 +0000 2018,0.0,1.0,0.0,@Eidelweiss Ten Thousand?,471
471,@AdrianMaLOL,0.0,Sat Mar 24 05:04:48 +0000 2018,0.0,1.0,0.0,@hanakoalaaa I've settled on McDonanlds on ubereats cus I wanted something fast and decently hot... ?,472
472,@AdrianMaLOL,0.0,Sat Mar 24 05:00:40 +0000 2018,0.0,1.0,0.0,@hanakoalaaa me right now...,473
473,@AdrianMaLOL,0.296,Wed Mar 21 21:34:51 +0000 2018,0.052,0.852,0.096,"RT @echofoxgg: ""We're finally starting to reap the benefits of our hard work."" - @RickFox 

Who else is hyped for Echo Fox history in the m…",474
474,@AdrianMaLOL,0.3818,Mon Mar 19 05:32:51 +0000 2018,0.0,0.729,0.271,@peterzhanglol @ssumday22 @ly_keane ssumday buy ty chan ho,475
475,@AdrianMaLOL,0.0,Sun Mar 18 06:47:57 +0000 2018,0.0,1.0,0.0,RT @AriaSaki: MILK NUUU ??? https://t.co/hhCfSfqwN1,476
476,@AdrianMaLOL,0.0,Sun Mar 18 06:36:14 +0000 2018,0.0,1.0,0.0,@MarcelFeldkamp U got Nabi,477
477,@AdrianMaLOL,0.1007,Sun Mar 18 01:02:43 +0000 2018,0.105,0.773,0.122,"RT @lolesports: With @Cloud9's loss, @echofoxgg secure a bye into the Semifinals and punch their tickets to Miami! #NALCS https://t.co/bnlw…",478
478,@AdrianMaLOL,0.0,Sat Mar 17 02:47:14 +0000 2018,0.0,1.0,0.0,https://t.co/Wsk7gegAxq,479
479,@AdrianMaLOL,0.0,Sat Mar 17 02:45:32 +0000 2018,0.0,1.0,0.0,My babies ? https://t.co/dz5xXIDji7,480
480,@AdrianMaLOL,0.741,Sat Apr 14 19:24:21 +0000 2018,0.08,0.66,0.26,"RT @AriaSaki: In times of stress, THANK YOU to my guy friends for treating me so well ??? Most expensive brunch I’ll ever eat... 

On an ev…",481
481,@AdrianMaLOL,0.0,Sat Apr 14 16:33:57 +0000 2018,0.0,1.0,0.0,@tjbrownmusic @tlsinn let me in on this,482
482,@AdrianMaLOL,0.0,Thu Apr 12 01:01:25 +0000 2018,0.0,1.0,0.0,My babies ? #NationalPetDay https://t.co/9aJBu7yBD3,483
483,@AdrianMaLOL,0.4404,Mon Apr 09 20:17:15 +0000 2018,0.0,0.828,0.172,"LEAGUE &amp; CHILL. ?
 
@BigTenNetwork League of Legends Championship. #LoLonBTN #ad
 
@Illini_esports vs. Maryland ? S… https://t.co/QB8Dn2fUIW",484
484,@AdrianMaLOL,0.8883,Sat Apr 07 23:36:12 +0000 2018,0.0,0.462,0.538,"Nice 3-0 time to enjoy Miami, love our Miami edition jerseys! ? https://t.co/TqqhQE4DwF",485
485,@AdrianMaLOL,-0.2263,Fri Apr 06 16:09:55 +0000 2018,0.091,0.909,0.0,"RT @echofoxgg: The moment you've been waiting for.

Check out the Echo Fox Limited Edition Merch NOW. ??

Pre-Order/Purchase ? https://t.co…",486
486,@AdrianMaLOL,0.8442,Mon Apr 02 02:25:31 +0000 2018,0.078,0.58,0.342,"RT @SebPark: Esports wins and losses are nothing compared to what matters at the end of the day - friends, family, and loved ones. My thoug…",487
487,@AdrianMaLOL,0.1877,Mon Apr 02 02:15:52 +0000 2018,0.0,0.852,0.148,"@TLDoublelift I’m here for you man, your never alone in this.",488
488,@AdrianMaLOL,0.0,Mon Apr 02 02:13:02 +0000 2018,0.0,1.0,0.0,"RT @TLDoublelift: Regarding the recent news

Read: https://t.co/vB9IppMCMU",489
489,@AdrianMaLOL,0.0,Wed Mar 28 03:11:17 +0000 2018,0.0,1.0,0.0,@GayleKimberly Can I come,490
490,@AdrianMaLOL,0.0,Tue Mar 27 18:36:52 +0000 2018,0.0,1.0,0.0,@Eidelweiss Ten Thousand?,491
491,@AdrianMaLOL,0.0,Sat Mar 24 05:04:48 +0000 2018,0.0,1.0,0.0,@hanakoalaaa I've settled on McDonanlds on ubereats cus I wanted something fast and decently hot... ?,492
492,@AdrianMaLOL,0.0,Sat Mar 24 05:00:40 +0000 2018,0.0,1.0,0.0,@hanakoalaaa me right now...,493
493,@AdrianMaLOL,0.296,Wed Mar 21 21:34:51 +0000 2018,0.052,0.852,0.096,"RT @echofoxgg: ""We're finally starting to reap the benefits of our hard work."" - @RickFox 

Who else is hyped for Echo Fox history in the m…",494
